,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"325 Waterman St, Providence, RI",AMERICAN EMERY WHEEL WORKS,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_2.png', 'cd1938/entry/1938_Page_209 (1).chop_3.png', 'cd1938/entry/1938_Page_209 (1).chop_4.png']",100.0,*Abrasives Grains & Wheels,41.82752719926306,-71.38287526279669,100.0,325 WATERMAN ST PROVIDENCE,AMERICAN EMERY WHEEL WORKS 325 Waterman at Richmond sq phone PL 2260See page 137
1,"325 Waterman St, Providence, RI",American Emery Wheel Works,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_6.png', 'cd1938/entry/1938_Page_209 (1).chop_7.png']",100.0,AbrasivesMifrs,41.82752719926306,-71.38287526279669,100.0,325 WATERMAN ST PROVIDENCE,American Emery Wheel Works 325 Waterman at Richmond sq
2,"85 Westminster St, Providence, RI",MORTGAGE GUARANTEE & TITLE CO,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_9.png', 'cd1938/entry/1938_Page_209 (1).chop_10.png', 'cd1938/entry/1938_Page_209 (1).chop_11.png', 'cd1938/entry/1938_Page_209 (1).chop_12.png']",100.0,Abstracts of Title,41.82463768263685,-71.41033558953653,100.0,85 WESTMINSTER ST PROVIDENCE,"MORTGAGE GUARANTEE & TITLE CO 85 Westminster phone Gaspee 3352See bottom edge, top lines and page 157"
3,"111 Westminster St, Providence, RI",REAL ESTATE TITLE INSURANCE COMPANY OF PROVIDENCE,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_13.png', 'cd1938/entry/1938_Page_209 (1).chop_14.png', 'cd1938/entry/1938_Page_209 (1).chop_15.png', 'cd1938/entry/1938_Page_209 (1).chop_16.png', 'cd1938/entry/1938_Page_209 (1).chop_17.png']",100.0,Abstracts of Title,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,"REAL ESTATE TITLE INSURANCE COMPANY OF PROVIDENCE 2010 Industrial Trust bldg 111 Westmin- ster phone Gaspee 9555See back bone, top lines and page 156"
4,HARDCODE,FULLER WINFIELD CO Inc,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_21.png', 'cd1938/entry/1938_Page_209 (1).chop_22.png', 'cd1938/entry/1938_Page_209 (1).chop_23.png']",100.0,*Accident & Health Insurance,41.824951,-71.40983100000001,100.0,49 WESTMINSTER ST PROVIDENCE,FULLER WINFIELD CO Inc 49 West- minster suites 301-304 phone Gaspee 7400See front cover and page 113
5,"29 Weybosset St, Providence, RI",NEWCOMB C F CO,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_24.png', 'cd1938/entry/1938_Page_209 (1).chop_25.png']",100.0,*Accident & Health Insurance,41.824341975974306,-71.40977601788771,100.0,29 WEYBOSSET ST PROVIDENCE,NEWCOMB C F CO 29 Weybosset rm 20 tel GA 7521See page 116
6,"171 Westminster St, Providence, RI",PAIGE C D & CO,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_26.png', 'cd1938/entry/1938_Page_209 (1).chop_27.png']",100.0,*Accident & Health Insurance,41.82364280089552,-71.41174497314474,100.0,171 WESTMINSTER ST PROVIDENCE,PAIGE C D & CO 171 Westminster phone Gaspee 7810-See page 112
7,"297 Weybosset St, Providence, RI",MEIKLEJOHN COMPANY The,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_29.png', 'cd1938/entry/1938_Page_209 (1).chop_30.png']",100.0,* Accordions,41.82049433213308,-71.41380633222799,100.0,297 WEYBOSSET ST PROVIDENCE,MEIKLEJOHN COMPANY The 297 Weybosset tel GA 6804See page 140
8,"76 Westminster St, Providence, RI",Adler Louis,2019-03-22,['cd1938/entry/1938_Page_209 (1).chop_37.png'],100.0,Accountants & Auditors,41.82463663516011,-71.41012717666993,100.0,76 WESTMINSTER ST PROVIDENCE,Adler Louis 76 Westminster rm 508
9,"170 Westminster St, Providence, RI",Arnold Howard B,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_38.png', 'cd1938/entry/1938_Page_209 (1).chop_39.png']",100.0,Accountants & Auditors,41.823683537755784,-71.41146197569445,100.0,170 WESTMINSTER ST PROVIDENCE,Arnold Howard B 170 Westminster rm 44
10,"111 Westminster St, Providence, RI",Industrial Trust bldg,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_40.png', 'cd1938/entry/1938_Page_209 (1).chop_41.png', 'cd1938/entry/1938_Page_209 (1).chop_42.png']",100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,BAER ALBERT H 1127-1128 Industrial Trust bldg 111 Westminster tel Gas- pee 5935
11,"146 Westminster St, Providence, RI",Berkowitz Saml M,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_43.png', 'cd1938/entry/1938_Page_209 (1).chop_44.png']",100.0,Accountants & Auditors,41.82394485502904,-71.41107555435269,100.0,146 WESTMINSTER ST PROVIDENCE,Berkowitz Saml M 146 Westminster rm 209
12,"111 Westminster St, Providence, RI",Bernstein Harry,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_45.png', 'cd1938/entry/1938_Page_209 (1).chop_46.png']",100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,Bernstein Harry 111 Westminster rm 318
13,HARDCODE,Bernstein-Pliner Co,2019-03-22,"['cd1938/entry/1938_Page_209 (1).chop_47.png', 'cd1938/entry/1938_Page_209 (1).chop_48.png', 'cd1938/entry/1938_Page_209 (1).chop_49.png']",100.0,Accountants & Auditors,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,Bernstein-Pliner Co 15 Westminster rm 512 14
14,"109 Washington St, Providence, RI",Billings Ivanhoe D,2019-03-22,"['cd1938/entry/1938_Page_209 (2).chop_1.png', 'cd1938/entry/1938_Page_209 (2).chop_2.png']",100.0,Accountants & Auditors,41.82315020146279,-71.41470756189116,100.0,109 WASHINGTON ST PROVIDENCE,Billings Ivanhoe D 109 Wash rm 201 1208
15,"111 Westminster St, Providence, RI",*Blackman Abr,2019-03-22,['cd1938/entry/1938_Page_209 (2).chop_3.png'],100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,94.0,111 WESTMINSTER ST PROVIDENCE,*Blackman Abr 111 Westminster rm
16,"111 Westminster St, Providence, RI",Blackman & Blackma,2019-03-22,"['cd1938/entry/1938_Page_209 (2).chop_4.png', 'cd1938/entry/1938_Page_209 (2).chop_5.png']",100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,Blackman & Blackman 111 Westmin- ster rm 1208
17,"10 Weybosset St, Providence, RI",Blaisdell Carroll H,2019-03-22,"['cd1938/entry/1938_Page_209 (2).chop_6.png', 'cd1938/entry/1938_Page_209 (2).chop_7.png']",100.0,Accountants & Auditors,41.824563836337646,-71.40961524447059,100.0,10 WEYBOSSET ST PROVIDENCE,Blaisdell Carroll H 10 Weybosset rm 401
