,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"395 Waterman St, Providence, RI",AMERICAN EMERY WHEEL WORKS,2019-03-22,"['cd1936/entry/1936_Page_209 (1).chop_2.png', 'cd1936/entry/1936_Page_209 (1).chop_3.png']",100.0,*Abrasives Grains & Wheels,41.827312655581416,-71.38170549776346,100.0,395 WATERMAN ST PROVIDENCE,AMERICAN EMERY WHEEL WORKS\n395 Waterman at Richmond sqSee page 153
1,"325 Waterman St, Providence, RI",American Emery Wheel Works,2019-03-22,"['cd1936/entry/1936_Page_209 (1).chop_5.png', 'cd1936/entry/1936_Page_209 (1).chop_6.png']",100.0,AbrasivesMfts,41.82752719926306,-71.38287526279669,100.0,325 WATERMAN ST PROVIDENCE,American Emery Wheel Works 325 Waterman at Richmond sq
2,"76 Westminster St, Providence, RI",Adler Louis,2019-03-22,['cd1936/entry/1936_Page_209 (1).chop_20.png'],100.0,Accountants & Auditors,41.82463663516011,-71.41012717666993,100.0,76 WESTMINSTER ST PROVIDENCE,Adler Louis 76 Westminster rm 508\nArnold Howard B 170 Westminster rm
3,"146 Westminster St, Providence, RI",Berkowitz Saml M,2019-03-22,['cd1936/entry/1936_Page_209 (1).chop_21.png'],100.0,Accountants & Auditors,41.82394485502904,-71.41107555435269,94.0,146 WESTMINSTER ST PROVIDENCE,1117\nBerkowitz Saml M 146 Westminster rm
4,HARDCODE,Bernstein-Pliner Co,2019-03-22,"['cd1936/entry/1936_Page_209 (1).chop_22.png', 'cd1936/entry/1936_Page_209 (1).chop_23.png']",100.0,Accountants & Auditors,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,"209
Bernstein-Pliner Co 15 Westminster rm 918"
5,"111 Westminster St, Providence, RI",*Blackman Abr,2019-03-22,['cd1936/entry/1936_Page_209 (1).chop_24.png'],100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,94.0,111 WESTMINSTER ST PROVIDENCE,*Blackman Abr 111 Westminster rm
6,"111 Westminster St, Providence, RI",Borod Esmond S,2019-03-22,['cd1936/entry/1936_Page_209 (1).chop_27.png'],100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,94.0,111 WESTMINSTER ST PROVIDENCE,1219\nBorod Esmond S 111 Westminster rm
7,"111 Westminster St, Providence, RI",In- dustrial Trust bldg,2019-03-22,['cd1936/entry/1936_Page_209 (1).chop_28.png'],100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,"1219\nBUGBEE, BAER & CO 1126-1128 In-\ndustrial Trust bldg 111 Westminster"
8,"111 Westminster St, Providence, RI",Burke Nelson G,2019-03-22,['cd1936/entry/1936_Page_209 (1).chop_30.png'],100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,94.0,111 WESTMINSTER ST PROVIDENCE,1126\nBurke Nelson G 111 Westminster rm
9,HARDCODE,Clegg Geo B,2019-03-22,"['cd1936/entry/1936_Page_209 (1).chop_33.png', 'cd1936/entry/1936_Page_209 (1).chop_34.png']",100.0,Accountants & Auditors,41.824951,-71.40983100000001,100.0,49 WESTMINSTER ST PROVIDENCE,"Clegg Geo B 49 Westminster rm o1
*Clegg Geo B jr 49 Westminster rm 617 12"
10,HARDCODE,"Comery, Davidson & Jacobso",2019-03-22,"['cd1936/entry/1936_Page_209 (2).chop_1.png', 'cd1936/entry/1936_Page_209 (2).chop_2.png']",100.0,Accountants & Auditors,41.824951,-71.40983100000001,100.0,49 WESTMINSTER ST PROVIDENCE,"Comery, Davidson & Jacobson 49 West- minster rm 726"
11,"10 Weybosset St, Providence, RI",Cowan & Ratcliffe,2019-03-22,"['cd1936/entry/1936_Page_209 (2).chop_3.png', 'cd1936/entry/1936_Page_209 (2).chop_4.png']",100.0,Accountants & Auditors,41.824563836337646,-71.40961524447059,100.0,10 WEYBOSSET ST PROVIDENCE,Cowan & Ratcliffe 10 Weybosset rm 1016
12,"157 Jewett St, Providence, RI",*Fmin Adele M,2019-03-22,['cd1936/entry/1936_Page_209 (2).chop_5.png'],100.0,Accountants & Auditors,41.833021457586305,-71.422899477766,100.0,157 JEWETT ST PROVIDENCE,*Fmin Adele M 157 Jewett
13,"111 Westminster St, Providence, RI",Ernst & Ernst,2019-03-22,"['cd1936/entry/1936_Page_209 (2).chop_6.png', 'cd1936/entry/1936_Page_209 (2).chop_7.png']",100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,Ernst & Ernst 111 Westminster rm 1702
14,"171 Westminster St, Providence, RI",*Ferguson Claude,2019-03-22,"['cd1936/entry/1936_Page_209 (2).chop_8.png', 'cd1936/entry/1936_Page_209 (2).chop_9.png']",100.0,Accountants & Auditors,41.82364280089552,-71.41174497314474,100.0,171 WESTMINSTER ST PROVIDENCE,*Ferguson Claude 171 Westminster rm 538
15,"111 Westminster St, Providence, RI",*Gereboff Saml & Co,2019-03-22,"['cd1936/entry/1936_Page_209 (2).chop_11.png', 'cd1936/entry/1936_Page_209 (2).chop_12.png']",100.0,Accountants & Auditors,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,*Gereboff Saml & Co 111 Westminster rm 1221
16,HARDCODE,*Gifford Seth B,2019-03-22,['cd1936/entry/1936_Page_209 (2).chop_13.png'],100.0,Accountants & Auditors,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,*Gifford Seth B 15 Westminster rm 840
