,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"405 Promenade St, Providence, RI",CONGDON & CARPENTER CO The,2019-03-22,"['cd1950/entry/1950_Page_709 (1)_2.png', 'cd1950/entry/1950_Page_709 (1)_3.png', 'cd1950/entry/1950_Page_709 (1)_4.png', 'cd1950/entry/1950_Page_709 (1)_5.png']",100.0,* Abrasives,41.82953534544063,-71.42462313973834,100.0,405 PROMENADE ST PROVIDENCE,"CONGDON & CARPENTER CO The 405 Promenade tel DExter 1-4200See front cover, inside front cover and left side lines"
1,"9 Richmond Sq, Providence, RI",AMERICAN EMERY WHEEL WORKS Grain and Wheels,2019-03-22,"['cd1950/entry/1950_Page_709 (1)_7.png', 'cd1950/entry/1950_Page_709 (1)_8.png', 'cd1950/entry/1950_Page_709 (1)_9.png', 'cd1950/entry/1950_Page_709 (1)_10.png']",100.0,* AbrasivesMfrs,41.82688224993397,-71.38155975784062,100.0,9 RICHMOND SQ PROVIDENCE,AMERICAN EMERY WHEEL WORKS Grain and Wheels 9 Richmond sq tels PL 1-2260-1-2261See page 110 Buyers Guide
2,"85 Westminster St, Providence, RI",MORTGAGE GUARANTEE & TITLE CO,2019-03-22,"['cd1950/entry/1950_Page_709 (1)_12.png', 'cd1950/entry/1950_Page_709 (1)_13.png', 'cd1950/entry/1950_Page_709 (1)_14.png', 'cd1950/entry/1950_Page_709 (1)_15.png']",100.0,Abstracters,41.82463768263685,-71.41033558953653,100.0,85 WESTMINSTER ST PROVIDENCE,MORTGAGE GUARANTEE & TITLE CO 85 Westminster tel GAspee 1-3352 See page 135 Buyers Guide and bot- tom edge
3,"32 Custom House St, Providence, RI",REAL ESTATE TITLE INSURANCE COMPANY OF PROVIDENCE,2019-03-22,"['cd1950/entry/1950_Page_709 (1)_16.png', 'cd1950/entry/1950_Page_709 (1)_17.png', 'cd1950/entry/1950_Page_709 (1)_18.png', 'cd1950/entry/1950_Page_709 (1)_19.png', 'cd1950/entry/1950_Page_709 (1)_20.png']",100.0,Abstracters,41.82420215903768,-71.40915145059593,100.0,32 CUSTOM HOUSE ST PROVIDENCE,"REAL ESTATE TITLE INSURANCE COMPANY OF PROVIDENCE 32 Custom House st tel GAspee 1-9555 See page 1386 Buyers Guide, back _ bone and right top lines"
4,"87 Weybosset St, Providence, RI",Cohn Newton B,2019-03-22,"['cd1950/entry/1950_Page_709 (1)_22.png', 'cd1950/entry/1950_Page_709 (1)_23.png']",100.0,AccountantsCertified Public,41.82345669921349,-71.41051758095863,100.0,87 WEYBOSSET ST PROVIDENCE,Cohn Newton B 87 Weybosset tel GAs- pee 1-0233
5,"111 Westminster St, Providence, RI","Ward, Fisher & Co",2019-03-22,"['cd1950/entry/1950_Page_709 (1)_26.png', 'cd1950/entry/1950_Page_709 (1)_27.png', 'cd1950/entry/1950_Page_709 (1)_28.png']",100.0,AccountantsCertified Public,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,"Ward, Fisher & Co 2400 Industrial Trust bldg 111 Westminster tel GAs- pee 1-5768"
6,HARDCODE,Over Spencer H,2019-03-22,"['cd1950/entry/1950_Page_709 (1)_30.png', 'cd1950/entry/1950_Page_709 (1)_31.png', 'cd1950/entry/1950_Page_709 (1)_32.png']",100.0,*AccountantsChartered,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,Over Spencer H 506 Hospital Trust bldg 15 Westminster tel GAspee 1-5232
7,"325 Atwells Ave, Providence, RI",Accinno & Camparella,2019-03-22,['cd1950/entry/1950_Page_709 (1)_35.png'],100.0,AccountantsPublic,41.82379194997619,-71.4285472057089,100.0,325 ATWELLS AVE PROVIDENCE,Accinno & Camparella 325 Atwells av
8,"17 Exchange St, Providence, RI",Adler Louis,2019-03-22,['cd1950/entry/1950_Page_709 (1)_38.png'],100.0,AccountantsPublic,41.82532999487296,-71.41059768489507,100.0,17 EXCHANGE ST PROVIDENCE,Adler Louis 17 Exchange rm 411
9,"17 Exchange St, Providence, RI",Ambrifi M S and Associates,2019-03-22,"['cd1950/entry/1950_Page_709 (1)_39.png', 'cd1950/entry/1950_Page_709 (1)_40.png']",100.0,AccountantsPublic,41.82532999487296,-71.41059768489507,100.0,17 EXCHANGE ST PROVIDENCE,Ambrifi M S and Associates 17 Ex- change rm 319
