,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"405 Promenade St, Providence, RI",CONGDON & CARPENTER CO The,2019-03-22,"['cd1946/entry/1946_Page_737 (1)_2.png', 'cd1946/entry/1946_Page_737 (1)_3.png', 'cd1946/entry/1946_Page_737 (1)_4.png', 'cd1946/entry/1946_Page_737 (1)_5.png']",100.0,*Abrasives,41.82953534544063,-71.42462313973834,100.0,405 PROMENADE ST PROVIDENCE,"CONGDON & CARPENTER CO The 405 Promenade tel Dexter 4200For fur- ther information see front cover, in- side front cover and left side lines"
1,"9 Richmond Sq, Providence, RI",AMERICAN EMERY WHEEL WORKS,2019-03-22,"['cd1946/entry/1946_Page_737 (1)_7.png', 'cd1946/entry/1946_Page_737 (1)_8.png', 'cd1946/entry/1946_Page_737 (1)_9.png', 'cd1946/entry/1946_Page_737 (1)_10.png']",100.0,AbrasivesGrain & Wheels,41.82688224993397,-71.38155975784062,100.0,9 RICHMOND SQ PROVIDENCE,AMERICAN EMERY WHEEL WORKS 9 Richmond sq tels PL 2260-2261For further information see page 124 Buy- ers Guide
2,"85 Westminster St, Providence, RI",MORTGAGE GUARANTEE & TITLE CO,2019-03-22,"['cd1946/entry/1946_Page_737 (1)_15.png', 'cd1946/entry/1946_Page_737 (1)_16.png', 'cd1946/entry/1946_Page_737 (1)_17.png', 'cd1946/entry/1946_Page_737 (1)_18.png']",100.0,Abstracts of Title,41.82463768263685,-71.41033558953653,100.0,85 WESTMINSTER ST PROVIDENCE,MORTGAGE GUARANTEE & TITLE CO 85 Westminster tel Gaspee 3352 For further information see page 150 Buyers Guide and bottom edge
3,"32 Custom House St, Providence, RI",REAL ESTATE TITLE INSURANCE COMPANY OF PROVIDENCE,2019-03-22,"['cd1946/entry/1946_Page_737 (1)_19.png', 'cd1946/entry/1946_Page_737 (1)_20.png', 'cd1946/entry/1946_Page_737 (1)_21.png', 'cd1946/entry/1946_Page_737 (1)_22.png', 'cd1946/entry/1946_Page_737 (1)_23.png', 'cd1946/entry/1946_Page_737 (1)_24.png']",100.0,Abstracts of Title,41.82420215903768,-71.40915145059593,100.0,32 CUSTOM HOUSE ST PROVIDENCE,"REAL ESTATE TITLE INSURANCE COMPANY OF PROVIDENCE 32 Cus- tom House st tel GAspee 9555For further information see page 151 Buy- ers Guide, back bone and right top lines"
4,"146 Westminster St, Providence, RI",BUDLONG SYLVESTER M AGENCY,2019-03-22,"['cd1946/entry/1946_Page_737 (1)_29.png', 'cd1946/entry/1946_Page_737 (1)_30.png', 'cd1946/entry/1946_Page_737 (1)_31.png', 'cd1946/entry/1946_Page_737 (1)_32.png', 'cd1946/entry/1946_Page_737 (1)_33.png']",100.0,"*Academies (See Schools, Colleges & Acade mies) Accident Insurance",41.82394485502904,-71.41107555435269,100.0,146 WESTMINSTER ST PROVIDENCE,BUDLONG SYLVESTER M AGENCY 146 Westminster rm 401 tel DExter 0500For further information see page 86 Buyers Guide and front cover
5,"111 Westminster St, Providence, RI","WARD, FISHER & CO",2019-03-22,"['cd1946/entry/1946_Page_737 (1)_35.png', 'cd1946/entry/1946_Page_737 (1)_36.png', 'cd1946/entry/1946_Page_737 (1)_37.png']",100.0,* AccountantsCertified Public,41.82434144135414,-71.41073981740766,100.0,111 WESTMINSTER ST PROVIDENCE,"WARD, FISHER & CO 2400 Industrial Trust bldg 111 Westminster tel Gas- pee 5768"
6,HARDCODE,OVER SPENCER #,2019-03-22,"['cd1946/entry/1946_Page_737 (1)_39.png', 'cd1946/entry/1946_Page_737 (1)_40.png']",100.0,*AccountantsChartered,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,OVER SPENCER # 506 Hospital Trust bldg 15 Westminster tel GA 5232
7,"17 Exchange St, Providence, RI",Adler Louis,2019-03-22,['cd1946/entry/1946_Page_737 (2)_3.png'],100.0,Accountants & Auditors,41.82532999487296,-71.41059768489507,100.0,17 EXCHANGE ST PROVIDENCE,Adler Louis 17 Exchange rm 411
8,"509 Westminster St, Providence, RI",Allen Frank S,2019-03-22,['cd1946/entry/1946_Page_737 (2)_4.png'],100.0,Accountants & Auditors,41.81928235546381,-71.41800101583215,100.0,509 WESTMINSTER ST PROVIDENCE,Allen Frank S 509 Westminster rm 59
9,"17 Exchange St, Providence, RI",Ambrifi M S and Associates,2019-03-22,"['cd1946/entry/1946_Page_737 (2)_5.png', 'cd1946/entry/1946_Page_737 (2)_6.png']",100.0,Accountants & Auditors,41.82532999487296,-71.41059768489507,100.0,17 EXCHANGE ST PROVIDENCE,Ambrifi M S and Associates 17 Ex- change rm 319
10,"146 Westminster St, Providence, RI",Andelman Leo,2019-03-22,"['cd1946/entry/1946_Page_737 (2)_7.png', 'cd1946/entry/1946_Page_737 (2)_8.png']",100.0,Accountants & Auditors,41.82394485502904,-71.41107555435269,100.0,146 WESTMINSTER ST PROVIDENCE,Andelman Leo 146 Westminster rm 209
11,"146 Westminster St, Providence, RI",Andelman Murray M,2019-03-22,"['cd1946/entry/1946_Page_737 (2)_9.png', 'cd1946/entry/1946_Page_737 (2)_10.png']",100.0,Accountants & Auditors,41.82394485502904,-71.41107555435269,100.0,146 WESTMINSTER ST PROVIDENCE,Andelman Murray M 146 Westminster rm 209
12,HARDCODE,Bergman Paul,2019-03-22,['cd1946/entry/1946_Page_737 (2)_11.png'],100.0,Accountants & Auditors,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,Bergman Paul 15 Westminster rm 1023
13,"29 Weybosset St, Providence, RI",Berkowitz Saml M,2019-03-22,['cd1946/entry/1946_Page_737 (2)_12.png'],100.0,Accountants & Auditors,41.824341975974306,-71.40977601788771,100.0,29 WEYBOSSET ST PROVIDENCE,Berkowitz Saml M 29 Weybosset rm 20
14,HARDCODE,Bernstein-Pliner Co,2019-03-22,"['cd1946/entry/1946_Page_737 (2)_13.png', 'cd1946/entry/1946_Page_737 (2)_14.png']",100.0,Accountants & Auditors,41.825363,-71.40946,100.0,15 WESTMINSTER ST PROVIDENCE,Bernstein-Pliner Co 15 Westminster rm 736
